,index,growLength,flowerTop,stemDiameter,leavesLength,leavesWidth,leavesNum,flowerPosition,fruitsPosition,fruitsNum,measDate,userId
371,21,0.0,0.0,0.0,37.2,43.0,11.0,5.0,5.68,13.0,2020-03-23 00:00:00,PF_0006042
372,22,1.0,6.0,9.2,26.0,29.6,12.0,5.04,5.68,17.0,2020-03-23 00:00:00,PF_0006042
373,23,0.0,0.0,0.0,26.0,24.0,12.0,5.0,5.25,9.0,2020-03-30 00:00:00,PF_0006042
374,24,0.0,0.0,0.0,28.0,27.0,14.0,5.0,5.86,12.0,2020-04-13 00:00:00,PF_0006042
375,25,12.3,27.8,11.2,28.1,29.2,5.0,2.19,2.06,1.0,2019-12-23 00:00:00,PF_0006042
376,26,1.6,32.3,12.1,35.4,40.5,5.0,3.26,3.33,9.0,2020-01-13 00:00:00,PF_0006042
377,27,3.2,26.8,9.6,36.8,30.0,8.0,4.17,4.46,16.0,2020-01-28 00:00:00,PF_0006042
378,28,0.0,2.2,3.2,22.2,20.0,10.0,5.17,5.46,16.0,2020-02-25 00:00:00,PF_0006042
379,29,3.0,16.0,11.0,40.2,50.0,11.0,5.11,5.82,23.0,2020-03-03 00:00:00,PF_0006042
380,30,1.3,24.6,9.2,22.4,20.1,15.0,5.03,5.65,22.0,2020-03-11 00:00:00,PF_0006042
381,31,0.0,3.0,3.8,24.6,22.2,11.0,5.04,5.58,15.0,2020-03-16 00:00:00,PF_0006042
382,32,0.0,0.0,0.0,26.0,23.9,13.0,5.0,6.0,15.0,2020-04-13 00:00:00,PF_0006042
383,33,0.0,0.0,0.0,27.4,24.0,13.0,5.0,6.0,13.0,2020-04-20 00:00:00,PF_0006042
384,34,0.0,0.0,0.0,24.0,27.2,11.0,5.0,5.67,7.0,2020-04-27 00:00:00,PF_0006042
385,35,0.0,0.0,0.0,27.2,29.0,12.0,5.0,5.8,7.0,2020-05-11 00:00:00,PF_0006042
386,36,0.0,0.0,0.0,29.2,26.4,14.0,5.0,6.0,9.0,2020-05-11 00:00:00,PF_0006042
387,37,0.0,0.0,0.0,28.0,30.0,12.0,5.0,5.6,6.0,2020-05-18 00:00:00,PF_0006042
388,38,0.0,31.0,7.4,37.0,30.0,2.0,0.2,0.0,0.0,2019-12-09 00:00:00,PF_0006042
389,39,14.5,37.0,8.0,37.0,36.5,2.0,1.33,1.11,1.0,2019-12-16 00:00:00,PF_0006042
390,40,8.0,21.3,12.3,35.5,39.0,5.0,3.33,3.25,6.0,2020-01-06 00:00:00,PF_0006042
391,41,2.2,14.3,8.6,34.5,34.6,7.0,4.17,4.31,9.0,2020-01-20 00:00:00,PF_0006042
392,42,3.3,30.3,11.8,41.2,43.0,7.0,4.26,4.41,11.0,2020-01-28 00:00:00,PF_0006042
393,43,2.8,13.0,6.6,30.0,25.7,7.0,5.14,5.37,13.0,2020-02-10 00:00:00,PF_0006042
394,44,2.4,20.2,7.6,31.0,32.0,8.0,5.14,5.54,20.0,2020-02-10 00:00:00,PF_0006042
395,45,0.0,7.7,5.6,24.0,20.0,10.0,5.07,5.45,20.0,2020-02-18 00:00:00,PF_0006042
396,46,0.0,7.2,8.2,24.8,28.0,13.0,5.03,5.67,20.0,2020-03-16 00:00:00,PF_0006042
397,47,0.0,0.0,0.0,39.0,44.4,12.0,5.0,5.4,13.0,2020-04-06 00:00:00,PF_0006042
398,48,0.0,0.0,0.0,39.0,48.0,13.0,5.0,5.17,2.0,2020-05-04 00:00:00,PF_0006042
399,49,0.0,36.0,7.7,32.0,31.0,2.0,0.33,0.0,0.0,2019-12-09 00:00:00,PF_0006042
400,50,14.0,48.0,8.3,34.0,33.0,2.0,2.27,2.13,2.0,2019-12-16 00:00:00,PF_0006042
401,51,14.2,21.2,13.4,38.2,34.5,6.0,2.13,2.13,2.0,2019-12-23 00:00:00,PF_0006042
402,52,13.8,22.4,11.9,25.7,34.2,7.0,2.11,2.05,1.0,2019-12-23 00:00:00,PF_0006042
403,53,8.5,25.6,13.4,40.5,38.0,4.0,3.14,3.32,7.0,2020-01-06 00:00:00,PF_0006042
404,54,2.7,15.6,10.1,36.8,29.0,9.0,5.14,5.33,12.0,2020-02-03 00:00:00,PF_0006042
405,55,4.0,14.5,11.1,39.3,48.0,11.0,5.24,5.47,23.0,2020-02-25 00:00:00,PF_0006042
406,56,1.7,12.0,5.6,24.0,26.0,12.0,5.17,5.53,19.0,2020-02-25 00:00:00,PF_0006042
407,57,1.5,14.0,5.8,25.0,27.0,13.0,5.14,5.89,20.0,2020-03-03 00:00:00,PF_0006042
408,58,0.0,0.0,0.0,24.0,26.1,12.0,4.0,4.8,20.0,2020-03-23 00:00:00,PF_0006042
409,59,0.0,0.0,0.0,26.6,25.0,12.0,5.0,5.33,11.0,2020-04-06 00:00:00,PF_0006042
410,60,0.0,0.0,0.0,27.5,26.0,14.0,5.0,5.78,20.0,2020-04-06 00:00:00,PF_0006042
411,61,0.0,0.0,0.0,25.0,23.8,12.0,5.0,5.75,19.0,2020-04-06 00:00:00,PF_0006042
412,62,0.0,0.0,0.0,29.0,27.4,14.0,5.0,5.86,10.0,2020-04-20 00:00:00,PF_0006042
413,63,7.6,17.3,11.1,38.0,35.1,7.0,3.24,3.1,2.0,2019-12-30 00:00:00,PF_0006042
414,64,1.5,34.5,11.9,37.0,43.2,4.0,3.23,3.27,6.0,2020-01-13 00:00:00,PF_0006042
415,65,1.9,37.2,12.6,39.0,42.5,5.0,4.15,4.31,8.0,2020-01-13 00:00:00,PF_0006042
416,66,2.6,23.8,14.1,39.0,47.0,7.0,4.14,4.2,7.0,2020-01-20 00:00:00,PF_0006042
417,67,0.0,29.5,10.1,34.0,34.0,6.0,5.12,5.53,18.0,2020-02-10 00:00:00,PF_0006042
418,68,0.0,0.0,0.0,24.6,23.1,12.0,5.0,5.63,14.0,2020-03-30 00:00:00,PF_0006042
419,69,0.0,0.0,0.0,37.5,45.0,13.0,5.0,5.4,12.0,2020-04-13 00:00:00,PF_0006042
420,70,0.0,0.0,0.0,38.0,46.0,13.0,5.0,5.5,8.0,2020-04-20 00:00:00,PF_0006042
421,71,0.0,0.0,0.0,28.0,26.2,13.0,5.0,5.78,8.0,2020-05-04 00:00:00,PF_0006042
422,72,0.0,0.0,0.0,32.0,30.0,15.0,5.0,5.6,4.0,2020-05-18 00:00:00,PF_0006042
423,73,7.9,15.1,11.6,34.2,36.5,10.0,3.23,3.09,2.0,2019-12-30 00:00:00,PF_0006042
424,74,6.0,48.4,16.0,36.0,34.5,2.0,3.15,3.15,4.0,2020-01-06 00:00:00,PF_0006042
425,75,1.4,21.2,13.7,38.5,44.0,5.0,4.12,4.21,7.0,2020-01-13 00:00:00,PF_0006042
426,76,3.0,8.0,6.5,30.5,26.0,8.0,5.18,5.35,12.0,2020-02-03 00:00:00,PF_0006042
427,77,1.6,11.5,8.0,39.8,42.0,11.0,5.26,5.4,20.0,2020-02-18 00:00:00,PF_0006042
428,78,0.0,11.0,11.6,36.8,42.6,10.0,5.04,5.81,22.0,2020-03-16 00:00:00,PF_0006042
429,79,0.0,0.0,0.0,26.0,27.1,11.0,5.0,5.85,28.0,2020-03-16 00:00:00,PF_0006042
430,80,0.0,0.0,0.0,27.2,25.5,13.0,5.0,5.75,16.0,2020-03-30 00:00:00,PF_0006042
431,81,0.0,0.0,0.0,26.0,28.0,11.0,5.0,5.67,6.0,2020-05-04 00:00:00,PF_0006042
432,82,0.0,0.0,0.0,40.0,48.2,13.0,5.0,5.4,3.0,2020-05-11 00:00:00,PF_0006042
433,83,0.0,0.0,0.0,41.0,49.0,13.0,5.0,5.4,3.0,2020-05-18 00:00:00,PF_0006042
434,84,0.0,0.0,0.0,30.0,27.5,12.0,5.0,5.6,7.0,2020-05-18 00:00:00,PF_0006042
435,85,10.5,31.2,12.9,28.4,36.2,5.0,2.21,2.07,1.0,2019-12-23 00:00:00,PF_0006042
436,86,9.6,18.6,14.2,38.0,34.5,9.0,3.16,3.16,3.0,2019-12-30 00:00:00,PF_0006042
437,87,3.2,15.8,9.7,36.0,29.0,8.0,4.12,4.35,12.0,2020-01-20 00:00:00,PF_0006042
438,88,4.2,12.0,7.7,30.0,27.0,9.0,5.15,5.4,16.0,2020-02-03 00:00:00,PF_0006042
439,89,3.4,10.0,8.8,29.0,31.2,14.0,5.26,5.65,22.0,2020-02-25 00:00:00,PF_0006042
440,90,0.0,2.1,3.6,23.0,21.0,14.0,5.12,5.54,14.0,2020-03-03 00:00:00,PF_0006042
441,91,2.0,11.0,8.9,30.0,32.2,15.0,5.06,5.63,20.0,2020-03-03 00:00:00,PF_0006042
442,92,0.0,2.0,0.8,24.0,26.0,10.0,5.04,5.52,12.0,2020-03-23 00:00:00,PF_0006042
443,93,0.0,0.0,0.0,24.0,26.0,11.0,5.0,5.4,6.0,2020-04-20 00:00:00,PF_0006042
444,94,0.0,0.0,0.0,38.4,47.0,13.0,5.0,5.17,5.0,2020-04-27 00:00:00,PF_0006042
445,95,0.0,0.0,0.0,29.0,27.5,14.0,5.0,5.57,8.0,2020-04-27 00:00:00,PF_0006042
446,2,11.0,31.0,12.8,35.5,38.0,8.0,3.26,3.43,10.0,2019-12-16 00:00:00,PF_0006043
447,3,2.5,21.2,7.4,34.0,28.5,13.0,4.19,4.61,19.0,2020-01-13 00:00:00,PF_0006043
448,4,1.9,25.2,8.0,32.2,27.4,15.0,5.2,5.67,20.0,2020-01-20 00:00:00,PF_0006043
449,5,2.6,26.2,8.0,34.2,32.0,10.0,4.04,4.89,24.0,2020-02-03 00:00:00,PF_0006043
450,6,2.0,25.7,5.6,34.9,32.0,11.0,4.14,4.76,16.0,2020-02-03 00:00:00,PF_0006043
451,7,1.7,29.0,8.4,31.7,33.6,13.0,4.04,4.68,17.0,2020-02-10 00:00:00,PF_0006043
452,8,3.2,14.6,5.4,30.0,32.0,22.0,5.15,5.44,12.0,2020-03-16 00:00:00,PF_0006043
453,9,1.6,5.8,4.9,34.0,38.3,21.0,6.07,6.66,19.0,2020-03-16 00:00:00,PF_0006043
454,10,0.0,0.0,0.0,19.0,20.0,12.0,4.0,4.76,13.0,2020-03-23 00:00:00,PF_0006043
455,11,1.0,6.7,3.4,16.4,12.0,20.0,6.14,6.0,14.0,2020-03-30 00:00:00,PF_0006043
456,12,2.6,0.0,2.8,23.0,22.0,18.0,5.0,5.0,8.0,2020-03-30 00:00:00,PF_0006043
457,13,1.6,7.6,3.3,20.5,18.0,18.0,6.2,6.0,8.0,2020-04-06 00:00:00,PF_0006043
458,14,1.0,6.5,2.6,18.8,11.0,19.0,8.4,8.0,10.0,2020-04-27 00:00:00,PF_0006043
459,15,3.0,4.0,3.1,16.0,12.0,19.0,8.4,8.0,12.0,2020-04-27 00:00:00,PF_0006043
460,16,4.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,6.0,2020-04-27 00:00:00,PF_0006043
461,17,2.7,9.5,2.4,16.0,14.0,21.0,9.0,8.0,11.0,2020-05-04 00:00:00,PF_0006043
462,18,3.8,2.1,2.2,16.0,13.2,22.0,8.33,8.0,12.0,2020-05-11 00:00:00,PF_0006043
463,19,2.8,3.0,3.0,16.2,12.0,19.0,9.67,9.0,12.0,2020-05-18 00:00:00,PF_0006043
464,20,2.1,1.1,2.1,14.5,11.0,20.0,8.6,8.0,4.0,2020-05-25 00:00:00,PF_0006043
465,21,14.5,26.1,9.2,34.2,28.0,11.0,4.19,4.48,15.0,2019-12-23 00:00:00,PF_0006043
466,22,10.2,9.8,8.1,35.6,26.1,13.0,5.26,5.4,14.0,2019-12-30 00:00:00,PF_0006043
467,23,6.0,28.2,7.7,36.8,29.7,12.0,5.17,5.43,15.0,2020-01-06 00:00:00,PF_0006043
468,24,2.8,5.7,4.9,28.8,23.2,11.0,4.13,4.74,17.0,2020-01-20 00:00:00,PF_0006043
469,25,3.6,11.5,7.8,33.2,24.6,12.0,5.09,5.55,18.0,2020-01-28 00:00:00,PF_0006043
470,26,2.8,27.6,7.8,38.0,31.0,10.0,5.07,5.77,23.0,2020-02-03 00:00:00,PF_0006043
471,27,5.5,15.7,6.7,32.7,34.2,16.0,5.04,5.89,24.0,2020-02-18 00:00:00,PF_0006043
472,28,3.8,6.1,1.8,14.0,11.0,14.0,7.0,6.0,7.0,2020-05-04 00:00:00,PF_0006043
473,29,2.6,3.1,2.6,18.0,15.0,22.0,9.4,9.0,8.0,2020-05-11 00:00:00,PF_0006043
474,30,0.0,9.5,7.2,37.0,33.0,10.0,3.32,3.09,2.0,2019-12-09 00:00:00,PF_0006043
475,31,4.8,13.0,7.8,35.6,31.4,14.0,4.28,4.41,13.0,2019-12-30 00:00:00,PF_0006043
476,32,5.3,9.9,5.1,34.2,29.2,11.0,4.21,4.5,14.0,2019-12-30 00:00:00,PF_0006043
477,33,2.1,20.7,8.3,30.7,28.4,14.0,5.19,5.47,17.0,2020-01-06 00:00:00,PF_0006043
478,34,2.6,28.6,10.8,31.6,30.4,15.0,5.17,5.5,18.0,2020-01-13 00:00:00,PF_0006043
479,35,3.7,23.2,7.6,34.4,30.6,13.0,4.22,4.67,18.0,2020-01-20 00:00:00,PF_0006043
480,36,4.0,23.2,7.8,35.0,30.0,11.0,4.04,4.89,24.0,2020-01-28 00:00:00,PF_0006043
481,37,2.6,35.8,8.5,34.7,32.5,13.0,5.16,5.74,23.0,2020-02-03 00:00:00,PF_0006043
482,38,2.5,11.6,7.2,33.0,32.7,17.0,5.06,5.87,27.0,2020-02-10 00:00:00,PF_0006043
483,39,3.0,5.2,5.0,32.6,33.0,16.0,5.21,5.54,13.0,2020-03-03 00:00:00,PF_0006043
484,40,1.2,7.0,5.5,31.0,27.5,13.0,3.2,3.8,8.0,2020-03-03 00:00:00,PF_0006043
485,41,3.2,0.0,0.0,34.2,32.8,19.0,5.0,5.62,16.0,2020-03-11 00:00:00,PF_0006043
486,42,1.0,0.0,3.5,12.0,10.0,13.0,5.0,5.0,8.0,2020-03-30 00:00:00,PF_0006043
487,43,2.0,5.5,3.9,16.4,11.8,21.0,8.6,8.0,4.0,2020-04-20 00:00:00,PF_0006043
488,44,3.0,7.0,3.3,17.0,11.0,20.0,8.8,8.0,12.0,2020-04-20 00:00:00,PF_0006043
489,45,4.0,0.0,0.0,0.0,0.0,14.0,6.0,6.25,7.0,2020-04-20 00:00:00,PF_0006043
490,46,2.8,6.8,3.3,17.0,12.7,20.0,9.0,8.0,18.0,2020-05-04 00:00:00,PF_0006043
491,47,2.0,4.0,2.8,18.2,16.0,22.0,9.67,9.25,7.0,2020-05-18 00:00:00,PF_0006043
492,48,2.8,9.0,3.0,17.0,12.5,15.0,7.6,7.0,5.0,2020-05-18 00:00:00,PF_0006043
493,49,0.0,0.0,0.0,16.0,11.0,17.0,7.86,6.0,4.0,2020-06-01 00:00:00,PF_0006043
494,50,9.7,22.5,10.5,39.5,36.0,10.0,4.31,4.31,9.0,2019-12-16 00:00:00,PF_0006043
495,51,14.4,5.8,7.2,36.2,24.0,13.0,5.24,5.44,15.0,2019-12-23 00:00:00,PF_0006043
496,52,0.7,6.8,5.1,30.0,26.4,12.0,4.05,4.84,16.0,2020-02-25 00:00:00,PF_0006043
497,53,0.0,0.0,0.0,42.0,38.0,14.0,4.0,4.56,10.0,2020-03-16 00:00:00,PF_0006043
498,54,1.0,7.0,3.2,20.2,14.5,17.0,7.23,7.61,19.0,2020-03-23 00:00:00,PF_0006043
499,55,1.4,4.3,2.8,20.0,13.7,21.0,6.33,6.0,10.0,2020-03-30 00:00:00,PF_0006043
500,56,2.0,14.6,4.3,20.4,15.2,20.0,7.6,7.0,8.0,2020-04-06 00:00:00,PF_0006043
501,57,2.4,6.7,2.1,14.0,11.0,18.0,6.4,6.0,4.0,2020-04-13 00:00:00,PF_0006043
502,58,4.1,6.1,2.0,17.0,13.0,21.0,8.0,7.0,12.0,2020-05-04 00:00:00,PF_0006043
503,59,3.0,2.4,2.3,17.0,14.0,22.0,8.5,8.33,9.0,2020-05-18 00:00:00,PF_0006043
504,60,0.0,27.0,10.9,35.0,34.5,8.0,2.23,2.53,9.0,2019-12-09 00:00:00,PF_0006043
505,61,0.0,20.5,18.9,36.0,38.0,8.0,2.26,2.42,8.0,2019-12-09 00:00:00,PF_0006043
506,62,2.0,25.2,5.4,28.0,25.4,9.0,4.12,4.65,17.0,2020-01-28 00:00:00,PF_0006043
507,63,0.0,11.2,5.6,33.4,27.6,14.0,5.06,5.62,21.0,2020-02-10 00:00:00,PF_0006043
508,64,2.5,33.2,7.8,34.7,32.8,11.0,4.04,4.77,20.0,2020-02-18 00:00:00,PF_0006043
509,65,3.4,0.0,0.0,29.0,24.2,12.0,2.0,2.83,10.0,2020-03-11 00:00:00,PF_0006043
510,66,2.1,0.0,3.2,14.0,11.0,14.0,6.0,6.33,9.0,2020-04-06 00:00:00,PF_0006043
511,67,3.1,2.8,2.9,16.0,11.0,20.0,9.4,9.0,14.0,2020-05-11 00:00:00,PF_0006043
512,68,13.5,5.5,5.2,33.2,27.5,12.0,3.22,3.57,13.0,2019-12-23 00:00:00,PF_0006043
513,69,2.5,28.5,5.1,35.5,32.4,10.0,4.1,4.55,16.0,2020-01-13 00:00:00,PF_0006043
514,70,1.2,9.3,4.8,30.7,20.6,11.0,4.1,4.85,17.0,2020-02-18 00:00:00,PF_0006043
515,71,2.2,0.0,0.0,31.2,31.7,14.0,4.0,4.73,19.0,2020-02-25 00:00:00,PF_0006043
516,72,2.4,18.4,7.5,33.4,31.0,14.0,6.03,6.8,24.0,2020-02-25 00:00:00,PF_0006043
517,73,2.1,9.0,3.6,17.0,13.0,18.0,7.5,7.0,12.0,2020-04-06 00:00:00,PF_0006043
518,74,2.2,5.6,3.1,16.7,10.0,19.0,7.4,7.0,10.0,2020-04-13 00:00:00,PF_0006043
519,75,3.4,8.2,2.1,15.0,11.6,15.0,7.33,7.0,6.0,2020-05-11 00:00:00,PF_0006043
520,76,3.2,4.1,3.2,14.0,10.8,20.0,9.6,9.0,6.0,2020-05-25 00:00:00,PF_0006043
521,77,0.0,0.0,0.0,16.0,12.0,21.0,9.63,9.13,5.0,2020-06-01 00:00:00,PF_0006043
522,78,13.0,21.8,11.2,34.5,32.0,12.0,4.21,4.41,14.0,2019-12-23 00:00:00,PF_0006043
523,79,3.2,11.5,7.4,35.4,30.1,12.0,4.26,4.48,15.0,2019-12-30 00:00:00,PF_0006043
524,80,1.2,16.6,7.3,33.8,27.4,13.0,4.26,4.67,18.0,2020-01-06 00:00:00,PF_0006043
525,81,3.4,7.7,5.0,38.0,29.4,14.0,5.18,5.45,15.0,2020-01-13 00:00:00,PF_0006043
526,82,5.7,10.5,5.9,33.2,22.5,14.0,5.12,5.44,15.0,2020-01-20 00:00:00,PF_0006043
527,83,2.7,31.2,8.1,32.0,29.0,13.0,5.16,5.71,22.0,2020-01-28 00:00:00,PF_0006043
528,84,0.0,9.0,4.8,30.0,27.4,12.0,4.1,4.8,16.0,2020-02-10 00:00:00,PF_0006043
529,85,1.2,11.2,6.3,34.7,28.8,11.0,5.04,5.71,20.0,2020-02-25 00:00:00,PF_0006043
530,86,2.0,6.6,4.6,30.6,30.5,20.0,6.03,6.48,14.0,2020-03-11 00:00:00,PF_0006043
531,87,1.6,3.4,2.0,17.8,9.7,21.0,7.2,7.0,4.0,2020-04-13 00:00:00,PF_0006043
532,88,2.1,1.1,2.1,0.0,0.0,21.0,9.83,9.2,2.0,2020-05-25 00:00:00,PF_0006043
533,89,0.0,0.0,0.0,0.0,0.0,19.0,9.86,9.29,3.0,2020-06-01 00:00:00,PF_0006043
534,90,0.0,20.0,16.7,35.0,34.0,7.0,2.22,2.33,6.0,2019-12-09 00:00:00,PF_0006043
535,91,5.0,22.5,5.2,34.5,29.8,10.0,4.14,4.54,15.0,2020-01-06 00:00:00,PF_0006043
536,92,1.0,11.4,5.7,34.8,30.5,13.0,5.06,5.73,24.0,2020-02-18 00:00:00,PF_0006043
537,93,2.1,19.0,7.7,34.0,32.0,17.0,5.17,5.54,13.0,2020-03-03 00:00:00,PF_0006043
538,94,1.0,12.0,6.5,35.0,29.0,12.0,4.06,4.56,9.0,2020-03-03 00:00:00,PF_0006043
539,95,0.0,0.0,0.0,37.2,34.8,13.0,4.0,4.63,12.0,2020-03-11 00:00:00,PF_0006043
540,96,3.8,0.0,0.0,29.0,27.2,16.0,3.0,3.56,9.0,2020-03-16 00:00:00,PF_0006043
541,97,2.4,14.0,4.3,23.0,26.0,16.0,6.11,6.64,18.0,2020-03-23 00:00:00,PF_0006043
542,98,1.2,0.0,0.0,25.0,26.2,12.0,4.18,4.29,8.0,2020-03-23 00:00:00,PF_0006043
543,99,0.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,7.0,2020-04-13 00:00:00,PF_0006043
544,100,2.7,7.5,2.3,16.0,12.0,19.0,6.6,6.0,9.0,2020-04-20 00:00:00,PF_0006043
545,101,2.5,1.4,1.9,20.0,14.0,20.0,7.5,7.0,10.0,2020-04-27 00:00:00,PF_0006043
546,102,3.2,10.1,3.3,14.2,10.0,16.0,7.75,7.0,3.0,2020-05-25 00:00:00,PF_0006043
547,103,0.0,0.0,0.0,13.0,10.0,18.0,8.67,8.0,4.0,2020-06-01 00:00:00,PF_0006043
548,2,10.0,3.0,11.24,41.0,45.0,15.0,6.29,6.0,23.0,2020-04-24 00:00:00,PF_0006023
549,3,5.0,0.0,12.01,45.0,44.0,11.0,0.0,7.0,22.0,2020-04-24 00:00:00,PF_0006023
550,4,7.0,0.0,11.53,45.0,42.0,14.0,0.0,7.0,21.0,2020-05-08 00:00:00,PF_0006023
551,5,2.0,0.0,11.31,43.0,40.0,14.0,0.0,7.0,17.0,2020-05-16 00:00:00,PF_0006023
552,6,13.0,15.0,10.22,36.0,40.0,8.23,1.33,0.29,2.0,2020-02-07 00:00:00,PF_0006023
553,7,19.0,11.0,12.31,40.0,37.0,10.0,1.38,0.22,2.0,2020-02-14 00:00:00,PF_0006023
554,8,13.0,28.0,11.85,45.0,49.0,12.0,3.5,2.43,11.0,2020-03-06 00:00:00,PF_0006023
555,9,15.0,5.0,9.66,48.0,48.0,11.0,5.13,4.0,16.0,2020-03-20 00:00:00,PF_0006023
556,10,16.0,5.0,10.8,43.0,38.0,14.0,5.17,3.5,12.0,2020-03-20 00:00:00,PF_0006023
557,11,13.0,0.0,11.82,44.0,44.0,13.0,6.57,6.0,20.0,2020-04-17 00:00:00,PF_0006023
558,12,9.0,0.0,12.5,49.0,48.0,16.0,0.0,7.0,14.0,2020-05-08 00:00:00,PF_0006023
559,13,2.0,0.0,12.86,52.0,50.0,11.0,0.0,7.0,11.0,2020-05-16 00:00:00,PF_0006023
560,14,4.0,0.0,11.71,46.0,32.0,8.0,0.0,8.0,23.0,2020-05-22 00:00:00,PF_0006023
561,15,3.0,0.0,11.45,45.0,46.0,13.0,0.0,8.0,17.0,2020-05-22 00:00:00,PF_0006023
562,16,0.0,0.0,11.79,46.0,41.0,5.0,0.0,7.0,12.0,2020-05-29 00:00:00,PF_0006023
